-0.15935	-0.163921	-0.164608	-0.165539	-0.169289	-0.163853	-0.147251	-0.143941	-0.162495	-0.166699	-0.168552	-0.162902	-0.15344	-0.14398	-0.147696	-0.131519	-0.171186	-0.172449	-0.171703	-0.139594	-0.120239	-0.0889179	-0.0422105	-0.00121173	-0.141573	-0.113772	-0.067371	-0.0177992	0.0240245	0.0534462	0.0901777	0.102861	-0.00859672	0.0294282	0.0515612	0.0825121	0.0978047	0.112109	0.120307	0.125258	0.0929491	0.111195	0.112435	0.118324	0.112956	0.122076	0.124167	0.1271	0.111501	0.124188	0.122216	0.118878	0.123361	0.127893	0.128755	0.125913	0.104964	0.119308	0.120348	0.119257	0.127127	0.124298	0.131302	0.131658
-0.130963	-0.102515	-0.0649598	0.0106537	0.0815279	0.147317	0.209577	0.236556	-0.142436	-0.114489	-0.0794071	-0.0219232	0.0494951	0.138499	0.212165	0.262202	-0.137678	-0.123049	-0.0942841	-0.0363476	0.023671	0.103789	0.197612	0.252017	-0.133694	-0.124122	-0.0989759	-0.0507479	-0.00226953	0.0688192	0.188218	0.240154	-0.135683	-0.128443	-0.106967	-0.0718832	-0.0286439	0.0534892	0.158459	0.21284	-0.131871	-0.13145	-0.116481	-0.0843985	-0.0383633	0.0271732	0.113387	0.160371	-0.141495	-0.135007	-0.11626	-0.0865117	-0.0515147	0.0194158	0.0718608	0.105939	-0.132503	-0.12427	-0.115907	-0.0806735	-0.045579	0.00124458	0.0433097	0.0720034
0.0972659	0.0997544	0.10122	0.116607	0.0302654	-0.155914	-0.160288	-0.153226	0.101006	0.0973589	0.101595	0.123368	0.0465588	-0.163726	-0.165343	-0.151454	0.0972066	0.0963113	0.10018	0.123586	0.0577198	-0.165132	-0.166626	-0.155007	0.100563	0.103191	0.101453	0.120486	0.0704449	-0.16763	-0.168505	-0.154541	0.0960344	0.100062	0.0994328	0.116659	0.0728342	-0.159178	-0.165553	-0.160764	0.0989862	0.101193	0.101415	0.11498	0.0716015	-0.152675	-0.163624	-0.164157	0.0985973	0.099946	0.0996818	0.114614	0.0804995	-0.147619	-0.17093	-0.161014	0.0981282	0.0967502	0.0998732	0.113566	0.0798931	-0.133822	-0.171142	-0.163018
-0.117156	-0.135591	-0.132473	-0.109163	-0.0736375	0.0460556	0.147821	0.178032	-0.120558	-0.130342	-0.126284	-0.100133	-0.0770166	0.0785362	0.161597	0.167562	-0.116857	-0.126512	-0.134331	-0.109686	-0.0607576	0.0872933	0.150824	0.170853	-0.109614	-0.129201	-0.123851	-0.107608	-0.00344044	0.104277	0.137363	0.158882	-0.112374	-0.121113	-0.127986	-0.0876945	0.0763881	0.123168	0.138979	0.139069	-0.117741	-0.125104	-0.133726	-0.0534444	0.112823	0.154536	0.157639	0.148478	-0.115024	-0.128587	-0.14679	-0.0178942	0.133627	0.162335	0.15128	0.152663	-0.108242	-0.13253	-0.147644	0.00830072	0.132234	0.153083	0.147159	0.13925
0.203864	0.187984	0.190007	0.128119	-0.0316892	-0.0836817	-0.0927207	-0.0985474	0.208453	0.198645	0.185496	0.0735599	-0.0770361	-0.0924954	-0.0970595	-0.0921314	0.207386	0.202973	0.162538	0.00324848	-0.084618	-0.101065	-0.100628	-0.102276	0.196807	0.205494	0.0955502	-0.0608755	-0.088833	-0.0991966	-0.110176	-0.10756	0.20586	0.179388	0.0108163	-0.0857353	-0.0909733	-0.0996934	-0.101624	-0.103959	0.210247	0.139273	-0.0508521	-0.0910902	-0.0920302	-0.10206	-0.100138	-0.104816	0.196083	0.0762525	-0.0696327	-0.0866735	-0.0971131	-0.100752	-0.0976407	-0.106785	0.14317	0.0361699	-0.0642803	-0.0856675	-0.0926235	-0.0990357	-0.0997562	-0.103864
-0.228452	-0.171417	0.0761752	0.0781173	0.0714535	0.0690434	0.0677439	0.0718228	-0.229748	-0.187872	0.0865233	0.0820591	0.0707218	0.0708858	0.0710363	0.0672968	-0.230813	-0.193758	0.0801131	0.0810714	0.0692444	0.0699006	0.0688623	0.073969	-0.230462	-0.202124	0.067801	0.0785348	0.0716967	0.0697677	0.0748322	0.0717106	-0.227271	-0.209295	0.0606577	0.0769043	0.0712655	0.067538	0.0745772	0.0716449	-0.232732	-0.217353	0.0605409	0.0781705	0.0656879	0.0691124	0.0743492	0.0741888	-0.236183	-0.214966	0.0616673	0.0795873	0.0683512	0.0717225	0.0737745	0.0747501	-0.228175	-0.21095	0.0479591	0.0819525	0.0701908	0.0708028	0.0721186	0.0736745
0.159272	0.156198	0.0254676	-0.134441	-0.153289	-0.130671	-0.00719762	0.111943	0.164175	0.163922	0.0245585	-0.140141	-0.154754	-0.13917	-0.0109236	0.123362	0.15766	0.163573	0.0324722	-0.140531	-0.155765	-0.143477	-0.0303341	0.121171	0.155585	0.159707	0.0222041	-0.144909	-0.149479	-0.140165	-0.0309214	0.120025	0.157538	0.156354	0.0269733	-0.145192	-0.157071	-0.135831	-0.0284151	0.111279	0.152657	0.147564	0.0277068	-0.146067	-0.156613	-0.132717	-0.0189291	0.104562	0.155712	0.150436	0.0283219	-0.141753	-0.161146	-0.128463	-0.00858534	0.096572	0.153408	0.151051	0.0296167	-0.132242	-0.163204	-0.131143	-0.00678975	0.0892843
-0.16519	-0.104708	0.188429	0.181234	-0.00251316	-0.037936	-0.0423211	-0.0472157	-0.167486	-0.123243	0.189464	0.192839	0.00188969	-0.0269987	-0.0374573	-0.0492813	-0.175024	-0.12965	0.199082	0.179278	-0.0119853	-0.0327584	-0.0376683	-0.0434837	-0.1622	-0.12933	0.193992	0.172939	-0.00348203	-0.0208122	-0.0350387	-0.0456079	-0.160016	-0.136198	0.20259	0.190901	0.00193977	-0.0268669	-0.0228267	-0.0433732	-0.168665	-0.129097	0.221556	0.202614	0.000833801	-0.0180147	-0.016503	-0.04789	-0.172132	-0.123902	0.217796	0.193974	0.00234069	-0.029871	-0.0160602	-0.0423534	-0.165096	-0.115146	0.218609	0.20416	0.00128255	-0.0253729	-0.0236912	-0.0432766
-0.0100164	0.100803	0.147548	0.0995395	-0.00665471	-0.0754794	-0.142286	-0.164286	-0.00678769	0.101312	0.167928	0.12121	0.00104852	-0.075236	-0.145287	-0.167661	-0.0530686	0.0767047	0.185721	0.15322	0.037012	-0.0697218	-0.147632	-0.155071	-0.0776067	0.078533	0.187452	0.164263	0.0528012	-0.0643055	-0.134524	-0.155176	-0.106357	0.0652335	0.193439	0.176662	0.0430567	-0.0653833	-0.132812	-0.150972	-0.132985	0.0589132	0.203643	0.175025	0.0564193	-0.0580367	-0.151122	-0.152559	-0.134361	0.0528193	0.190678	0.178695	0.0601441	-0.0638965	-0.158229	-0.162325	-0.119631	0.0363298	0.180237	0.173398	0.0736974	-0.0628937	-0.14688	-0.144245
-0.0499259	-0.0421813	-0.0679958	-0.0461955	-0.0474847	-0.0588114	-0.0880692	-0.0204062	-0.0443262	-0.0408964	-0.0515229	-0.0503217	-0.0615571	-0.0654356	-0.0655414	0.0584062	-0.0442947	-0.0432669	-0.0426051	-0.0529416	-0.0476744	-0.0582157	-0.0201103	0.228665	-0.0411102	-0.0344406	-0.0500316	-0.0578493	-0.045584	-0.0702502	0.0641473	0.364796	-0.0491927	-0.042662	-0.0498009	-0.0502741	-0.0656181	-0.0807805	0.141136	0.381693	-0.0496673	-0.06124	-0.068704	-0.0680131	-0.0825314	-0.0842335	0.202926	0.350288	-0.0665746	-0.0813892	-0.0767654	-0.0652135	-0.0701321	-0.0378345	0.247006	0.322781	-0.0596474	-0.0753132	-0.0698859	-0.0644376	-0.0578187	0.00496193	0.227284	0.292685
